"TERCİH KODU",İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,"YABANCIDİLİ","TABANPUAN","TABANYÜZDE","TAVANPUAN","TAVANYÜZDE"
41027,İSTANBUL,ESENYURT,Güzelyurt Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"379,0198","13,88","441,1837","3,83"
40220,İSTANBUL,ATAŞEHİR,Şehit Akın Sertçelik Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"375,3241","14,64","416,0321","7,3"
40990,İSTANBUL,MALTEPE,Şehit Mustafa Kaymakçı Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"374,4859","14,82","426,7885","5,69"
41026,İSTANBUL,ESENLER,Şehit Türkmen Tekin Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"369,5242","15,88","424,0674","6,09"
39986,İSTANBUL,ÜSKÜDAR,Tenzile Erdoğan Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"366,4697","16,55","405,3621","9,02"
65484,İSTANBUL,AVCILAR,Şehit Murat Kocatürk Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"360,0165","18,04","410,9176","8,09"
49273,İSTANBUL,KÜÇÜKÇEKMECE,Şehit Mehmet Güder Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"358,0522","18,5","439,7211","4,01"
40175,İSTANBUL,BAKIRKÖY,Bakırköy Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Fransızca,"356,9078","18,77","387,3342","12,23"
50836,İSTANBUL,BAHÇELİEVLER,15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"356,1054","18,97","382,3797","13,2"
65552,İSTANBUL,BEYOĞLU,Beyoğlu Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,HAFIZLIK PROJESİ (İlahiyat Odaklı Program),Arapça,"348,8571","20,75","446,1552","3,25"
40940,İSTANBUL,MALTEPE,Maltepe Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"348,8402","20,76","414,1178","7,59"
49274,İSTANBUL,KÜÇÜKÇEKMECE,Şehit Mehmet Güder Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Çince,"344,8993","21,79","422,1192","6,37"
65488,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"325,1209","27,5","419,5385","6,75"
65486,İSTANBUL,MALTEPE,Maltepe Orhangazi Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"318,7451","29,55","381,2676","13,42"
40959,İSTANBUL,SARIYER,Sarıyer Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"311,9368","31,86","368,7337","16,05"
40981,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Merkezefendi Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Farsça,"174,3731","99,19","379,9652","13,69"
49878,İSTANBUL,PENDİK,Teknopark İstanbul Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"459,2503","1,91","481,2325","0,4"
50696,İSTANBUL,BEŞİKTAŞ,İstanbul Teknik Üniversitesi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"443,182","3,6","457,4037","2,09"
50103,İSTANBUL,BEŞİKTAŞ,İstanbul Teknik Üniversitesi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"432,9278","4,87","446,1226","3,25"
40921,İSTANBUL,ARNAVUTKÖY,İstanbul Havalimanı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,"420,6018","6,59","468,7697","1,14"
50367,İSTANBUL,ŞİŞLİ,Yıldız Teknik Üniversitesi Maçka Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"390,5497","11,61","436,3037","4,43"
39811,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"381,2194","13,43","415,2694","7,41"
40941,İSTANBUL,ŞİLE,Şile Ayet Azer Aran Savunma Sanayi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"380,737","13,53","428,8743","5,4"
49246,İSTANBUL,MALTEPE,Handan Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"375,3381","14,64","412,5473","7,83"
40051,İSTANBUL,ŞİŞLİ,Yıldız Teknik Üniversitesi Maçka Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"370,6411","15,63","427,4021","5,61"
40965,İSTANBUL,ŞİLE,Şile Ayet Azer Aran Savunma Sanayi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"368,3474","16,13","410,3149","8,19"
50497,İSTANBUL,BAYRAMPAŞA,İstanbul Ticaret Odası Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"366,976","16,43","387,2149","12,25"
49509,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"363,7127","17,17","428,5409","5,44"
50772,İSTANBUL,BAĞCILAR,Bağcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,"361,1452","17,77","400,8711","9,78"
49725,İSTANBUL,PENDİK,Pendik Türk Telekom Şehit Murat Mertel Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"359,1182","18,25","404,9927","9,08"
72384,İSTANBUL,SARIYER,Mehmet Rıfat Evyap Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"353,9755","19,49","440,9974","3,85"
50190,İSTANBUL,ÜSKÜDAR,Üsküdar Zeynep Kamil Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,SAĞLIK HİZMETLERİ ALANI,İngilizce,"352,3021","19,9","404,8889","9,09"
40111,İSTANBUL,AVCILAR,Haydar Akın Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"350,7672","20,27","377,7802","14,13"
50304,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"349,274","20,65","378,0927","14,07"
39860,İSTANBUL,SULTANBEYLİ,Sultanbeyli Sabiha Gökçen Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,"346,5465","21,36","387,1455","12,26"
49997,İSTANBUL,BAHÇELİEVLER,İMMİB Erkan Avcı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"341,6669","22,65","383,2689","13,03"
39957,İSTANBUL,ŞİŞLİ,Hamidiye Etfal Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,SAĞLIK HİZMETLERİ ALANI,İngilizce,"340,4725","22,97","389,3439","11,84"
50588,İSTANBUL,BAYRAMPAŞA,İstanbul Ticaret Odası Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"339,5071","23,24","392,4693","11,26"
50269,İSTANBUL,KARTAL,Kartal Şehit Salih Alışkan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"335,0221","24,49","367,3646","16,35"
50613,İSTANBUL,MALTEPE,Handan Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"333,439","24,96","373,662","14,99"
49404,İSTANBUL,SANCAKTEPE,Şehit Yüzbaşı Yusuf Kenan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"332,8979","25,12","399,7935","9,97"
39794,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"332,8772","25,12","400,4262","9,86"
50121,İSTANBUL,PENDİK,Nuri Demirağ Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,"331,527","25,52","392,0555","11,33"
40122,İSTANBUL,TUZLA,Piri Reis Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GEMİ YAPIMI ALANI,İngilizce,"329,6178","26,09","398,5602","10,18"
50094,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"327,1769","26,84","383,5746","12,97"
49437,İSTANBUL,KAĞITHANE,Profilo Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"323,6292","27,97","362,3736","17,48"
41322,İSTANBUL,ZEYTİNBURNU,Büyükyalı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,"323,5783","27,99","400,1376","9,91"
50210,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"319,7296","29,23","377,1152","14,27"
39837,İSTANBUL,ARNAVUTKÖY,İbrahim Özaydın Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"319,2254","29,39","414,6681","7,5"
49622,İSTANBUL,BAHÇELİEVLER,Bahçelievler Aydın Doğan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,RADYO-TELEVİZYON ALANI,İngilizce,"318,9976","29,47","367,3462","16,35"
50347,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"317,9243","29,82","385,1237","12,66"
72358,İSTANBUL,ATAŞEHİR,Ataşehir D. Sabancı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"316,7369","30,22","397,8576","10,3"
40079,İSTANBUL,ŞİŞLİ,Şişli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"316,3023","30,37","368,1724","16,17"
39923,İSTANBUL,TUZLA,Tuzla Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"311,375","32,06","383,3685","13,01"
49856,İSTANBUL,BAĞCILAR,Abdurrahman ve Nermin Bilimli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"310,9406","32,22","366,9345","16,44"
50075,İSTANBUL,SULTANBEYLİ,Sultanbeyli Sabiha Gökçen Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"310,2136","32,47","344,8065","21,82"
50765,İSTANBUL,BAŞAKŞEHİR,Borsa İstanbul Başakşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"309,1171","32,86","370,7025","15,62"
50019,İSTANBUL,BAHÇELİEVLER,İMMİB Erkan Avcı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"306,9933","33,63","334,9659","24,51"
49946,İSTANBUL,KARTAL,Atalar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"300,8891","35,92","371,8003","15,38"
50105,İSTANBUL,AVCILAR,Avcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"300,7544","35,97","345,5959","21,61"
49839,İSTANBUL,ATAŞEHİR,Enerjisa İstanbul Meslekî ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,YENİLENEBİLİR ENERJİ TEKNOLOJİLERİ ALANI,İngilizce,"300,1544","36,21","428,9988","5,39"
50165,İSTANBUL,PENDİK,Pendik Barbaros Hayrettin Paşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GEMİ YAPIMI ALANI,İngilizce,"298,5852","36,79","353,1722","19,68"
40894,İSTANBUL,PENDİK,Nuri Demirağ Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"298,4088","36,86","349,9139","20,48"
50672,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"297,8019","37,1","374,0425","14,91"
39858,İSTANBUL,BAYRAMPAŞA,İnönü Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"297,4717","37,23","374,3569","14,84"
40015,İSTANBUL,AVCILAR,Avcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"296,357","37,67","355,0216","19,24"
49519,İSTANBUL,BAHÇELİEVLER,Bahçelievler Aydın Doğan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GAZETECİLİK ALANI,İngilizce,"295,8805","37,86","347,0881","21,22"
49391,İSTANBUL,TUZLA,Tuzla Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"293,8284","38,68","377,2248","14,25"
49981,İSTANBUL,ÜSKÜDAR,Selimiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,LABORATUVAR HİZMETLERİ ALANI,İngilizce,"292,9044","39,06","363,8413","17,14"
40093,İSTANBUL,ÇEKMEKÖY,Taşdelen Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"292,1988","39,35","346,7066","21,32"
50443,İSTANBUL,BAHÇELİEVLER,İMMİB Erkan Avcı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"290,7931","39,94","333,2589","25,01"
49373,İSTANBUL,BAŞAKŞEHİR,Bahçeşehir Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"290,536","40,04","371,5344","15,44"
50502,İSTANBUL,SANCAKTEPE,Samandıra Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"288,6753","40,83","335,8973","24,25"
50577,İSTANBUL,AVCILAR,Mehmet Emin Horoz Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ULAŞTIRMA HİZMETLERİ ALANI,İngilizce,"288,2802",41,"387,4681","12,2"
49303,İSTANBUL,BEYKOZ,Beykoz Barbaros Hayrettin Paşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"286,7125","41,67","344,5769","21,88"
39721,İSTANBUL,BEŞİKTAŞ,İSOV-Dinçkök Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"285,8915","42,02","397,0453","10,45"
40006,İSTANBUL,EYÜPSULTAN,Alibeyköy Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"284,7819","42,51","376,5475","14,39"
49338,İSTANBUL,PENDİK,Pendik Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"284,7201","42,53","355,4241","19,14"
49550,İSTANBUL,BAĞCILAR,Bağcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"283,27","43,18","361,0534","17,79"
39180,İSTANBUL,ZEYTİNBURNU,Büyükyalı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,"283,0653","43,27","386,1261","12,47"
50793,İSTANBUL,KÜÇÜKÇEKMECE,Dr.Oktay Duran Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GRAFİK VE FOTOĞRAF ALANI,İngilizce,"282,4612","43,54","382,9918","13,08"
50547,İSTANBUL,ARNAVUTKÖY,İbrahim Özaydın Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"282,3074","43,61","398,737","10,15"
49711,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"282,0315","43,74","347,5815","21,09"
50578,İSTANBUL,PENDİK,Pendik Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"279,0488","45,09","339,0094","23,38"
49815,İSTANBUL,BAYRAMPAŞA,İnönü Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"278,6202","45,29","348,5932","20,83"
50062,İSTANBUL,KAĞITHANE,Profilo Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"278,4776","45,36","331,7708","25,45"
50274,İSTANBUL,PENDİK,Melek Aknil Çok Programlı Anadolu Lisesi,Anadolu Teknik Programı,ÇOCUK GELİŞİMİ VE EĞİTİMİ ALANI,İngilizce,"278,1495","45,51","407,9691","8,58"
49696,İSTANBUL,BAYRAMPAŞA,Bayrampaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MODA TASARIM TEKNOLOJİLERİ,İngilizce,"276,7557","46,17","335,6724","24,31"
50143,İSTANBUL,SANCAKTEPE,Samandıra Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"275,4911","46,77","347,5712","21,09"
50736,İSTANBUL,BEŞİKTAŞ,İSOV-Dinçkök Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"273,8837","47,53","373,6714","14,99"
39864,İSTANBUL,ESENYURT,Aydoğan Öztiryaki TİM SANDER Dış Ticaret Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,"273,0259","47,94","376,7372","14,35"
39745,İSTANBUL,ATAŞEHİR,Dr. Nureddin Erk-Perihan Erk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"272,1696","48,36","332,389","25,27"
49492,İSTANBUL,FATİH,Sultanahmet Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"270,7288","49,06","329,4573","26,14"
50335,İSTANBUL,PENDİK,Pendik Halil Kaya Gedik Metal Teknolojisi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GEMİ YAPIMI ALANI,İngilizce,"269,8514","49,5","307,2378","33,54"
49501,İSTANBUL,ARNAVUTKÖY,İbrahim Özaydın Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,KİMYA TEKNOLOJİSİ ALANI,İngilizce,"269,3161","49,77","331,9806","25,39"
50009,İSTANBUL,KAĞITHANE,İstanbul Vali Hayri Kozakçıoğlu Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ADALET ALANI,İngilizce,"269,3066","49,77","319,6674","29,25"
39804,İSTANBUL,PENDİK,Pendik Nuh Kuşçulu Seramik ve Cam Teknolojisi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GRAFİK VE FOTOĞRAF ALANI,İngilizce,"269,1539","49,85","342,8579","22,32"
39980,İSTANBUL,ÜSKÜDAR,Selimiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GIDA TEKNOLOJİSİ ALANI,İngilizce,"267,6632","50,61","385,5014","12,59"
49420,İSTANBUL,BAŞAKŞEHİR,Borsa İstanbul Başakşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"267,1145","50,89","368,0532","16,19"
50689,İSTANBUL,KAĞITHANE,Kağıthane Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ADALET ALANI,İngilizce,"266,6255","51,15","371,8949","15,36"
50651,İSTANBUL,ÜSKÜDAR,Selimiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,HAYVAN YETİŞTİRİCİLİĞİ VE SAĞLIĞI,İngilizce,"265,6454","51,64","357,5127","18,63"
40183,İSTANBUL,KARTAL,Atalar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"265,3602","51,78","339,0347","23,37"
49881,İSTANBUL,BAŞAKŞEHİR,Borsa İstanbul Başakşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"265,2244","51,85","350,2761","20,39"
39915,İSTANBUL,BAHÇELİEVLER,Şehit Erol Olçok Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,YENİLENEBİLİR ENERJİ TEKNOLOJİLERİ ALANI,İngilizce,"265,0408","51,95","352,235","19,91"
49813,İSTANBUL,EYÜPSULTAN,Alibeyköy Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"264,6311","52,17","319,0888","29,44"
50533,İSTANBUL,BAĞCILAR,Abdurrahman ve Nermin Bilimli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ULAŞTIRMA HİZMETLERİ ALANI,İngilizce,"264,5034","52,23","359,1555","18,24"
39785,İSTANBUL,PENDİK,Hezarfen Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"263,9116","52,55","379,5528","13,77"
40165,İSTANBUL,ŞİŞLİ,Şişli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"263,7537","52,63","324,1799","27,79"
49414,İSTANBUL,ŞİŞLİ,Şişli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"263,3406","52,84","344,0649","22,01"
49789,İSTANBUL,ATAŞEHİR,Dr. Nureddin Erk-Perihan Erk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,YENİLENEBİLİR ENERJİ TEKNOLOJİLERİ ALANI,İngilizce,"261,1063","54,01","314,625","30,93"
50745,İSTANBUL,BAĞCILAR,Alaattin-Nilüfer Kadayıfcıoğlu Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"260,8661","54,14","344,9685","21,77"
39984,İSTANBUL,ŞİŞLİ,Zincirlikuyu İSOV Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,İNŞAAT TEKNOLOJİSİ ALANI,İngilizce,"260,4721","54,35","341,8097","22,61"
